Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
VIALBA,"VIA ARSIA, 152",20157,Milano,Milano (MI),Lombardia,F/2674,1218860151,"VIA ARSIA, 152, 20157 Milano, Italia"
S. VITTORE,"Piazza S. Vittore, 16",20017,Rho,Milano (MI),Lombardia,F/3147,10095590153,"Piazza S. Vittore, 16, 20017 Rho, Italia"
S. SPIRITO SNC DI DONATI MARIA LUISA E ALBERTOCCHI ROBERTO,"Viale Monza, 325",20126,Milano,Milano (MI),Lombardia,F/2876,5989380968,"Viale Monza, 325, 20126 Milano, Italia"
ORNATO,"Via Ornato, 13/A",20162,Milano,Milano (MI),Lombardia,F/2669,6075690153,"Via Ornato, 13/A, 20162 Milano, Italia"
PANIGATI,"Via Garibaldi, 11",20013,Magenta,Milano (MI),Lombardia,F/3140,8714030965,"Via Garibaldi, 11, 20013 Magenta, Italia"
INTROINI SNC,"Via Pontida, 2",20025,Legnano,Milano (MI),Lombardia,F/3030,5029800967,"Via Pontida, 2, 20025 Legnano, Italia"
MELCHIORRE GIOIA,"Via Melchiorre Gioia, 135",20125,Milano,Milano (MI),Lombardia,F/2701,5248820960,"Via Melchiorre Gioia, 135, 20125 Milano, Italia"
CARPIANO SNC,"Via Liguria, 1",20080,Carpiano,Milano (MI),Lombardia,F/3316,5986970969,"Via Liguria, 1, 20080 Carpiano, Italia"
MORANDI SAS,"Via Mario Belli, 8",20060,Pozzuolo martesana,Milano (MI),Lombardia,F/3297,7721660962,"Via Mario Belli, 8, 20060 Pozzuolo martesana, Italia"
BORSA SNC,"Via Milano, 18",20067,Paullo,Milano (MI),Lombardia,F/3255,7777290961,"Via Milano, 18, 20067 Paullo, Italia"
INTERNAZIONALE,"Via C. Matteucci, 4",20129,Milano,Milano (MI),Lombardia,F/2848,7144180960,"Via C. Matteucci, 4, 20129 Milano, Italia"
SEGURO SNC,"Via Edison, 5",20019,Settimo milanese,Milano (MI),Lombardia,F/3170,10968470152,"Via Edison, 5, 20019 Settimo milanese, Italia"
S. ILARIO,"Via Garibaldi, 51",20014,Nerviano,Milano (MI),Lombardia,F/3177,11495880152,"Via Garibaldi, 51, 20014 Nerviano, Italia"
GALILEO SNC,"Via Viviani, 2",20124,Milano,Milano (MI),Lombardia,F/2930,11632930159,"Via Viviani, 2, 20124 Milano, Italia"
ASMR FARMACIA COMUNALE,"Via Pineta, 3",20027,Rescaldina,Milano (MI),Lombardia,F/3085,11667520156,"Via Pineta, 3, 20027 Rescaldina, Italia"
TARAMELLI,"Via Piave, 24",20010,Pogliano milanese,Milano (MI),Lombardia,F/3182,11757030157,"Via Piave, 24, 20010 Pogliano milanese, Italia"
COMOTTI,"Piazza Cavour, 5",20121,Milano,Milano (MI),Lombardia,F/2610,259480150,"Piazza Cavour, 5, 20121 Milano, Italia"
MONTEGANI SNC,"Via Barrili, 20",20141,Milano,Milano (MI),Lombardia,F/2782,5133410968,"Via Barrili, 20, 20141 Milano, Italia"
S. FEDELE SNC,"Via Sempione, 66",20016,Pero,Milano (MI),Lombardia,F/3211,3326170960,"Via Sempione, 66, 20016 Pero, Italia"
FARMACEUTICA BRAMANTE,"Via Pacini, 30",20131,Milano,Milano (MI),Lombardia,F/2603,1032620153,"Via Pacini, 30, 20131 Milano, Italia"
OLMI SNC,"Via Delle Betulle, 10",20152,Milano,Milano (MI),Lombardia,F/2967,8716030963,"Via Delle Betulle, 10, 20152 Milano, Italia"
Dispensario Dr. Foffano,Piazza Marconi,20069,Pozzo d'adda,Milano (MI),Lombardia,F/17582,2867140960,"Piazza Marconi, 20069 Pozzo d'adda, Italia"
FOFFANO,"Via Dante, 76",20060,Trezzano rosa,Milano (MI),Lombardia,F/3546,2867140960,"Via Dante, 76, 20060 Trezzano rosa, Italia"
FARMEUROPA SAS,"Via Eugenio Curiel, 25",20089,Rozzano,Milano (MI),Lombardia,F/3276,8325900960,"Via Eugenio Curiel, 25, 20089 Rozzano, Italia"
TREE FARMA SNC DI FERRARI EMANUELA E LANTIERI CARMELA,"Via Visconti, 18/C",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3277,8703660962,"Via Visconti, 18/C, 20063 Cernusco sul naviglio, Italia"
MALUGANI SAS DR. GASTALDI GIANCARLO & C.,"Via Predabissi, 2",20131,Milano,Milano (MI),Lombardia,F/2849,5528970964,"Via Predabissi, 2, 20131 Milano, Italia"
Dispensario Dr. Magistrelli,Via Roma,20090,Rodano,Milano (MI),Lombardia,F/17665,5705030962,"Via Roma, 20090 Rodano, Italia"
MAGISTRELLI SNC DR.SSA MAGISTRELLI MARIA MADDALENA & C.,"Via delle Quercie, 1",20090,Rodano,Milano (MI),Lombardia,F/3296,5705030962,"Via delle Quercie, 1, 20090 Rodano, Italia"
"Farmacia Giulio Cesare S.n.c. Dei Dr. Roberto, Gabriele E Francesca Marzani","Via Monte Rosa, 27",20149,Milano,Milano (MI),Lombardia,F/2635,10107480963,"Via Monte Rosa, 27, 20149 Milano, Italia"
PONTE VITTORIA SNC DR.SSA LOJERCIO ORIETTA & C.,"Via Visconti Di Modrone, 1",20122,Milano,Milano (MI),Lombardia,F/2654,4900610967,"Via Visconti Di Modrone, 1, 20122 Milano, Italia"
MISSORI SNC,"Piazza Missori, 3",20123,Milano,Milano (MI),Lombardia,F/2952,12263860152,"Piazza Missori, 3, 20123 Milano, Italia"
EUROPA SAS DEL DR. MARIO DE CONCA & C.,"Viale Monza, 177",20126,Milano,Milano (MI),Lombardia,F/2960,12507350150,"Viale Monza, 177, 20126 Milano, Italia"
MACCIONI SNC DI PATRIZIA MACCIONI E CATIA MACCIONI,"Via Lepontina, 13",20159,Milano,Milano (MI),Lombardia,F/2994,13148090155,"Via Lepontina, 13, 20159 Milano, Italia"
DANTE,"Via Dei Gigli, 11",20094,Corsico,Milano (MI),Lombardia,F/3108,4301140150,"Via Dei Gigli, 11, 20094 Corsico, Italia"
VENTRINI SNC DR.I BADO' BRUNO & C.,"Corso XXII Marzo, 23",20129,Milano,Milano (MI),Lombardia,F/2692,5046640966,"Corso XXII Marzo, 23, 20129 Milano, Italia"
CHIMICA SNC,"Piazza Verdi, 1",20011,Corbetta,Milano (MI),Lombardia,F/3123,5294970966,"Piazza Verdi, 1, 20011 Corbetta, Italia"
"Pharmanovate S.n.c Di Spedicati M., Pennini L. E Romano C.","Via Polveriera, 29",20026,Novate milanese,Milano (MI),Lombardia,F/19876,10030070964,"Via Polveriera, 29, 20026 Novate milanese, Italia"
FIAMMENGHI SAS DEL DR. ROBERTO BIGNAMI & C.,"Corso Matteotti, 60",20084,Lacchiarella,Milano (MI),Lombardia,F/3263,5247650962,"Corso Matteotti, 60, 20084 Lacchiarella, Italia"
LAMPUGNANO,"Via Natta, 20",20151,Milano,Milano (MI),Lombardia,F/2832,8299490154,"Via Natta, 20, 20151 Milano, Italia"
GHIOZZI SAS DI GHIOZZI F. & C.,"Corso Europa, 42",20060,Pessano con bornago,Milano (MI),Lombardia,F/3278,8318030965,"Corso Europa, 42, 20060 Pessano con bornago, Italia"
GHIOZZI SAS DI GHIOZZI F. & C.,"Via Piave, 9",20060,Bussero,Milano (MI),Lombardia,F/3313,8318030965,"Via Piave, 9, 20060 Bussero, Italia"
DEL GARIBALDI,"Corso Garibaldi, 83",20121,Milano,Milano (MI),Lombardia,F/2853,8958070156,"Corso Garibaldi, 83, 20121 Milano, Italia"
BULDRINI DI ROSARIA PACCHIONI,"Viale Brianza, 2",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3496,9567620969,"Viale Brianza, 2, 20092 Cinisello balsamo, Italia"
FARMACIA STERLE DEL DR. STERLE ALBERTO,"Piazza S.Giorgio, 29",20012,Cuggiono,Milano (MI),Lombardia,F/3028,9642960968,"Piazza S.Giorgio, 29, 20012 Cuggiono, Italia"
ZUCCA SAS DEL DR. ZUCCA FRANCESCO & ZUCCA SARA,"Via Roma, 8",20090,Segrate,Milano (MI),Lombardia,F/3289,5935160969,"Via Roma, 8, 20090 Segrate, Italia"
CATTANEO SNC,"Via Mazzini, 6",20013,Magenta,Milano (MI),Lombardia,F/3032,6498600961,"Via Mazzini, 6, 20013 Magenta, Italia"
EMILIA DELLA DOTT:SSA TOSCANI GRAZIELLA,Via Emilia snc - ang. Via Romagna,20090,Buccinasco,Milano (MI),Lombardia,F/3138,9084060962,"Via Emilia snc - ang. Via Romagna, 20090 Buccinasco, Italia"
EREDI DR. BERNARDI ENRICO,"Via Repubblica, 75",20026,Novate milanese,Milano (MI),Lombardia,F/3035,9415190967,"Via Repubblica, 75, 20026 Novate milanese, Italia"
RIMOLDI SAS,"Via Vittorio Veneto, 54",20062,Cassano d'adda,Milano (MI),Lombardia,F/3302,6806810963,"Via Vittorio Veneto, 54, 20062 Cassano d'adda, Italia"
MONTE ROSA SNC,"Via Pagliano, 1/A",20149,Milano,Milano (MI),Lombardia,F/2953,7601070969,"Via Pagliano, 1/A, 20149 Milano, Italia"
CERINI,"Via A. Saffi, 6",20123,Milano,Milano (MI),Lombardia,F/2608,7734420966,"Via A. Saffi, 6, 20123 Milano, Italia"
S. ANDREA,"Via Tripoli, 86",20037,Paderno dugnano,Milano (MI),Lombardia,F/3135,9134850156,"Via Tripoli, 86, 20037 Paderno dugnano, Italia"
AZIENDA SPECIALE FARMACEUTICA LAINATE,Via La Marmora,20020,Lainate,Milano (MI),Lombardia,F/17945,11674060154,"Via La Marmora, 20020 Lainate, Italia"
RIPAMONTI,"Via Ripamonti, 15",20136,Milano,Milano (MI),Lombardia,F/2917,12020110156,"Via Ripamonti, 15, 20136 Milano, Italia"
SERENELLA SNC,"Piazza Alfieri, 9",20098,San giuliano milanese,Milano (MI),Lombardia,F/3283,10703850155,"Piazza Alfieri, 9, 20098 San giuliano milanese, Italia"
Farmacia Certosa S.a.s.,"Viale Certosa, 121",20151,Milano,Milano (MI),Lombardia,F/2891,10704850154,"Viale Certosa, 121, 20151 Milano, Italia"
EUROPEA SNC,"Via Girotti, 12",20010,Bareggio,Milano (MI),Lombardia,F/3161,10921790159,"Via Girotti, 12, 20010 Bareggio, Italia"
S. ANNA,"Viale Sempione, 7",20020,Arese,Milano (MI),Lombardia,F/3200,12958430154,"Viale Sempione, 7, 20020 Arese, Italia"
LA PIAZZETTA DOTTORI VAZZANA FRANCESCA MANUELA & SALVATORE FOTI SNC,"Via Sabatino Lopez, 3",20157,Milano,Milano (MI),Lombardia,F/3000,13475660158,"Via Sabatino Lopez, 3, 20157 Milano, Italia"
S. PAOLO SAS,"Via Pordenone, 1",20132,Milano,Milano (MI),Lombardia,F/2997,13367530154,"Via Pordenone, 1, 20132 Milano, Italia"
SALVI,"Via S. Marco, 18",20121,Milano,Milano (MI),Lombardia,F/2657,2849140153,"Via S. Marco, 18, 20121 Milano, Italia"
GAGGIOLO,"Via Fratelli Rosselli, 14",20030,Senago,Milano (MI),Lombardia,F/3122,5042840966,"Via Fratelli Rosselli, 14, 20030 Senago, Italia"
LAGHI,"Viale Certosa, 282",20156,Milano,Milano (MI),Lombardia,F/2874,10224840156,"Viale Certosa, 282, 20156 Milano, Italia"
SAN LUIGI SNC,"Corso Lodi, 62",20139,Milano,Milano (MI),Lombardia,F/2885,4546580962,"Corso Lodi, 62, 20139 Milano, Italia"
UMBRIA S.A.S.,"Viale Umbria, 109",20135,Milano,Milano (MI),Lombardia,F/2873,4622770966,"Viale Umbria, 109, 20135 Milano, Italia"
DI LISCATE SAS DR. FRANCESCO NOBILE & C.,"Via IV Novembre, 22",20060,Liscate,Milano (MI),Lombardia,F/3299,9697020965,"Via IV Novembre, 22, 20060 Liscate, Italia"
GIARDINO DOLCI RENATO,"Via Giardino, 45",20077,Melegnano,Milano (MI),Lombardia,F/3314,3788310963,"Via Giardino, 45, 20077 Melegnano, Italia"
GEMMO SAS,"Piazza Della Vittoria, 16",20066,Melzo,Milano (MI),Lombardia,F/3230,5992950963,"Piazza Della Vittoria, 16, 20066 Melzo, Italia"
BALDINI SNC,"Corso Buenos Aires, 39",20124,Milano,Milano (MI),Lombardia,F/2663,6161300964,"Corso Buenos Aires, 39, 20124 Milano, Italia"
BRAMBILLA,"Piazza Litta Modignani, 26",20010,Ossona,Milano (MI),Lombardia,F/3051,6235650154,"Piazza Litta Modignani, 26, 20010 Ossona, Italia"
AMORETTI SNC DI CRUPI NICOLA E C. SNC,"Viale Espinasse, 30",20156,Milano,Milano (MI),Lombardia,F/2730,6469250960,"Viale Espinasse, 30, 20156 Milano, Italia"
MERLINO DELLA DR.SSA ALESSANDRA MERLINO E C. SAS,"Via Della Resistenza, 30",20068,Peschiera borromeo,Milano (MI),Lombardia,F/3268,5684210965,"Via Della Resistenza, 30, 20068 Peschiera borromeo, Italia"
RAIMONDI SNC,"Largo La Foppa, 1",20121,Milano,Milano (MI),Lombardia,F/2846,5752140961,"Largo La Foppa, 1, 20121 Milano, Italia"
Carnelli Paolo,"Via Lomellina, 5",20090,Buccinasco,Milano (MI),Lombardia,F/18310,2532480122,"Via Lomellina, 5, 20090 Buccinasco, Italia"
Comunale,Viale Milanofiori C/o Centro Commerciale,20090,Assago,Milano (MI),Lombardia,F/18712,7850040960,"Viale Milanofiori C/o Centro Commerciale, 20090 Assago, Italia"
VALLEAMBROSIA SNC DEI DOTTORI SIMONA CHIESA E ALBERTO TADINI,"Via Valleambrosia, 45",20089,Rozzano,Milano (MI),Lombardia,F/3250,8742290961,"Via Valleambrosia, 45, 20089 Rozzano, Italia"
CONFALONIERI SNC DEL DOR. CONFALONIERI FEDERICO,"Viale Monza, 63",20125,Milano,Milano (MI),Lombardia,F/2795,8830300961,"Viale Monza, 63, 20125 Milano, Italia"
MUCCHIATI DI BUSTO GAROLFO SNC DI PIRAZZINI ANGELO & C.,"Piazza Concordia, 15",20020,Busto garolfo,Milano (MI),Lombardia,F/3171,9012150968,"Piazza Concordia, 15, 20020 Busto garolfo, Italia"
Dispensario Farmacia Balocco Snc,"Via Roma, 2",20010,Vanzago,Milano (MI),Lombardia,F/17655,7632950965,"Via Roma, 2, 20010 Vanzago, Italia"
BALOCCO SNC,"Via V. Emanuele, 25/a",20010,Vanzago,Milano (MI),Lombardia,F/3065,7632950965,"Via V. Emanuele, 25/a, 20010 Vanzago, Italia"
GAIERA,"Piazza Mazzini, 37",20022,Castano primo,Milano (MI),Lombardia,F/3094,4208510158,"Piazza Mazzini, 37, 20022 Castano primo, Italia"
TIBALDI SNC DI LAVAGNI PAOLA E DA RIVA LUCA CESARE,"Via Tibaldi, 15",20136,Milano,Milano (MI),Lombardia,F/2858,9089540968,"Via Tibaldi, 15, 20136 Milano, Italia"
S. CELSO,"Via Crocefisso, 1",20122,Milano,Milano (MI),Lombardia,F/2902,10992670157,"Via Crocefisso, 1, 20122 Milano, Italia"
COLOMBO SNC,"Via Roma, 57",20010,San giorgio su legnano,Milano (MI),Lombardia,F/3166,11006770157,"Via Roma, 57, 20010 San giorgio su legnano, Italia"
COMUNALE N.1,"Via Giacomo Matteotti, 7/9",20026,Novate milanese,Milano (MI),Lombardia,F/3079,11670260154,"Via Giacomo Matteotti, 7/9, 20026 Novate milanese, Italia"
COMUNALE N.2,"Via Carlo Amoretti, 1",20026,Novate milanese,Milano (MI),Lombardia,F/3188,11670260154,"Via Carlo Amoretti, 1, 20026 Novate milanese, Italia"
Bonomi Snc,"Piazza Unità D'Italia, 6",20010,Canegrate,Milano (MI),Lombardia,F/3169,11010000153,"Piazza Unità D'Italia, 6, 20010 Canegrate, Italia"
EREDI GELO SAS,"Via Giardini, 15",20070,Dresano,Milano (MI),Lombardia,F/3266,5286200968,"Via Giardini, 15, 20070 Dresano, Italia"
DELLA FONTANA SNC,"Piazza Del Popolo, 25",20010,Arluno,Milano (MI),Lombardia,F/3090,5329430960,"Piazza Del Popolo, 25, 20010 Arluno, Italia"
CENTRALE SNC DR.I GATTI MARCO E PEZZANI SILVANA,"Piazza S. Magno, 32",20025,Legnano,Milano (MI),Lombardia,F/3029,5069450962,"Piazza S. Magno, 32, 20025 Legnano, Italia"
"CENTRALE SNC ""FARMACIA SAN LUIGI""","Corso Magenta, 91",20025,Legnano,Milano (MI),Lombardia,F/3031,5069450962,"Corso Magenta, 91, 20025 Legnano, Italia"
EREDI CATALUCCI snc,"Via Ripa Ticinese, 99",20143,Milano,Milano (MI),Lombardia,F/2965,12041830154,"Via Ripa Ticinese, 99, 20143 Milano, Italia"
HUMANITAS DI TOSELLI GIAMPIERO & C. SNC,"Via Melchiorre Gioia, 43",20124,Milano,Milano (MI),Lombardia,F/2695,12588160155,"Via Melchiorre Gioia, 43, 20124 Milano, Italia"
HUMANITAS SNC,"Via F. Filzi, 10",20124,Milano,Milano (MI),Lombardia,F/2959,12588160155,"Via F. Filzi, 10, 20124 Milano, Italia"
FARRIS SAS,"Viale Dei Platini,8 6",20020,Arese,Milano (MI),Lombardia,F/3179,6732150963,"Viale Dei Platini,8 6, 20020 Arese, Italia"
GIANNICE SNC,"Via Giacomo Matteotti, 382",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3413,4917250963,"Via Giacomo Matteotti, 382, 20099 Sesto san giovanni, Italia"
ARGONNE SAS DEL DR. MAZZANTINI MASSIMO & C.,"Via Masotto, 1",20133,Milano,Milano (MI),Lombardia,F/2798,7117510961,"Via Masotto, 1, 20133 Milano, Italia"
DEL CARMINE,"Via Mercato, 1",20121,Milano,Milano (MI),Lombardia,F/2835,4394790879,"Via Mercato, 1, 20121 Milano, Italia"
BIGNAMI,"Via Della Liberta', 71",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3429,4497640153,"Via Della Liberta', 71, 20092 Cinisello balsamo, Italia"
PICCHIOTTI,"Viale Affori, 10",20161,Milano,Milano (MI),Lombardia,F/2652,427210158,"Viale Affori, 10, 20161 Milano, Italia"
CASTELMORRONE - DR. ROTTEGLIA,"Via Castelmorrone, 6",20129,Milano,Milano (MI),Lombardia,F/2690,4226820159,"Via Castelmorrone, 6, 20129 Milano, Italia"
FARINI SAS DR.SSA TRAVIERSO ANTONIETTA & C.,"Via Arnaldo da Brescia, 1",20159,Milano,Milano (MI),Lombardia,F/2948,5488940965,"Via Arnaldo da Brescia, 1, 20159 Milano, Italia"
FORMAGGIA SNC DR. TRAVIERSO NICOLA & C.,"Corso Buenos Aires, 4",20124,Milano,Milano (MI),Lombardia,F/2954,5525360961,"Corso Buenos Aires, 4, 20124 Milano, Italia"
SPONZA DI SPONZA CARLO ALFIERI & C. SNC,"Via Garibaldi, 66",20010,Cornaredo,Milano (MI),Lombardia,F/3158,10742940157,"Via Garibaldi, 66, 20010 Cornaredo, Italia"
ITALIA SNC,"Corso Indipendenza, 14",20129,Milano,Milano (MI),Lombardia,F/2908,10843300152,"Corso Indipendenza, 14, 20129 Milano, Italia"
MAIOCCHI,"Via delle Azalee, 5",20025,Legnano,Milano (MI),Lombardia,F/3163,10959840157,"Via delle Azalee, 5, 20025 Legnano, Italia"
CARLETTI SAS,"Via Mac Mahon, 111",20155,Milano,Milano (MI),Lombardia,F/2915,11017700151,"Via Mac Mahon, 111, 20155 Milano, Italia"
INTERNAZIONALE BOLIVAR,"Piazza Bolivar, 11",20146,Milano,Milano (MI),Lombardia,F/2904,11022640152,"Piazza Bolivar, 11, 20146 Milano, Italia"
ARCHINTO,"Piazzale Archinto, 1",20159,Milano,Milano (MI),Lombardia,F/2916,11174900156,"Piazzale Archinto, 1, 20159 Milano, Italia"
COMASINA SAS,"Piazza Gasparri, 9",20161,Milano,Milano (MI),Lombardia,F/2919,6579460962,"Piazza Gasparri, 9, 20161 Milano, Italia"
Omero,"Via Nicolò Barabino, 3",20139,Milano,Milano (MI),Lombardia,F/2941,11963310153,"Via Nicolò Barabino, 3, 20139 Milano, Italia"
TURRO,"Via Padova, 109",20127,Milano,Milano (MI),Lombardia,F/2942,11963650152,"Via Padova, 109, 20127 Milano, Italia"
VIGHIGNOLO SNC,"Via Mereghetti, 9",20019,Settimo milanese,Milano (MI),Lombardia,F/3194,12655900152,"Via Mereghetti, 9, 20019 Settimo milanese, Italia"
S. MARIA NASCENTE SNC,"Via Pergine, 2",20148,Milano,Milano (MI),Lombardia,F/2984,12827200150,"Via Pergine, 2, 20148 Milano, Italia"
SMERALDO SNC,"Viale Monte Grappa, 7",20124,Milano,Milano (MI),Lombardia,F/2978,13057020151,"Viale Monte Grappa, 7, 20124 Milano, Italia"
S. MARTINO,"Via S. Michele, 17",20020,Magnago,Milano (MI),Lombardia,F/3142,2187080128,"Via S. Michele, 17, 20020 Magnago, Italia"
BOVIO SNC DEL DR. BOVIO LUIGI & C.,"Via Roma, 106",20010,Marcallo con casone,Milano (MI),Lombardia,F/3061,5186060967,"Via Roma, 106, 20010 Marcallo con casone, Italia"
MELCHIONDA Sas,"Viale Longarone, 3",20080,Zibido san giacomo,Milano (MI),Lombardia,F/3235,5283800968,"Viale Longarone, 3, 20080 Zibido san giacomo, Italia"
CASARSA SNC DR.SSA STAFUZZA LUCIANA,"Via Casarsa, 13",20161,Milano,Milano (MI),Lombardia,F/2808,5322110965,"Via Casarsa, 13, 20161 Milano, Italia"
S. TERESA SAS,"Via Reali, 41",20037,Paderno dugnano,Milano (MI),Lombardia,F/3115,5361190969,"Via Reali, 41, 20037 Paderno dugnano, Italia"
LORENTEGGIO SNC,"Via Lorenteggio, 208",20147,Milano,Milano (MI),Lombardia,F/2820,13457600156,"Via Lorenteggio, 208, 20147 Milano, Italia"
PRATI SAS,"Piazza F.lli Cervi, 8",20094,Corsico,Milano (MI),Lombardia,F/3109,7499340961,"Piazza F.lli Cervi, 8, 20094 Corsico, Italia"
VITRUVIO SNC,"Via Vitruvio, 39",20124,Milano,Milano (MI),Lombardia,F/2961,7514450969,"Via Vitruvio, 39, 20124 Milano, Italia"
CALATAFIMI SAS DR. ZANETTI ANDREA & C.,"Piazzale di Porta Lodovica, 2",20136,Milano,Milano (MI),Lombardia,F/2605,5707780960,"Piazzale di Porta Lodovica, 2, 20136 Milano, Italia"
ANTICA FARMACIA DI BRERA SAS DEL DR. STEFANO DANIESI & C.,"Via Fiori Oscuri, 13",20121,Milano,Milano (MI),Lombardia,F/2981,5824090962,"Via Fiori Oscuri, 13, 20121 Milano, Italia"
VERRI,"Via Dante Alighieri, 9",20070,San zenone al lambro,Milano (MI),Lombardia,F/3311,1811740180,"Via Dante Alighieri, 9, 20070 San zenone al lambro, Italia"
PRIMATICCIO 96,"Via Primaticcio, 96",20147,Milano,Milano (MI),Lombardia,F/2881,6327200967,"Via Primaticcio, 96, 20147 Milano, Italia"
MARZAGALLI SNC,"Piazza Della Vittoria, 17",20014,Nerviano,Milano (MI),Lombardia,F/3034,6377750960,"Piazza Della Vittoria, 17, 20014 Nerviano, Italia"
WASHINGTON SNC,"Via Etna, 2",20146,Milano,Milano (MI),Lombardia,F/2893,6393130965,"Via Etna, 2, 20146 Milano, Italia"
RINASCITA dott.ssa R. Martinoli,"Viale Lombardia, 40",20089,Rozzano,Milano (MI),Lombardia,F/3328,8380290968,"Viale Lombardia, 40, 20089 Rozzano, Italia"
FARRIS SAS,"Via Madonna, 64",20017,Rho,Milano (MI),Lombardia,F/3116,6780330962,"Via Madonna, 64, 20017 Rho, Italia"
COMUNALE N. 2,"Via Mantova, 26",20066,Melzo,Milano (MI),Lombardia,F/18881,7275390966,"Via Mantova, 26, 20066 Melzo, Italia"
COMUNALE,"Piazza Vittuone Cisliano, 2",20010,Vittuone,Milano (MI),Lombardia,F/18619,7412230968,"Piazza Vittuone Cisliano, 2, 20010 Vittuone, Italia"
ROCCHI,"Via Alamanni, 2",20141,Milano,Milano (MI),Lombardia,F/2655,7646670963,"Via Alamanni, 2, 20141 Milano, Italia"
REMBRANDT,"Via Rembrandt, 49",20148,Milano,Milano (MI),Lombardia,F/2822,7666090159,"Via Rembrandt, 49, 20148 Milano, Italia"
ANTICA FARMACIA DELL'ABBAZIA DI CHIARAVALLE SNC,"Via Comacchio, 4",20139,Milano,Milano (MI),Lombardia,F/2596,7712200968,"Via Comacchio, 4, 20139 Milano, Italia"
LODI SNC,"Corso Lodi, 5",20135,Milano,Milano (MI),Lombardia,F/2860,7765250969,"Corso Lodi, 5, 20135 Milano, Italia"
TESSERA,"Via F.lli Rossellini, 1",20090,Cesano boscone,Milano (MI),Lombardia,F/3068,8196670965,"Via F.lli Rossellini, 1, 20090 Cesano boscone, Italia"
S. GIORGIO,"Via Torino, 48",20123,Milano,Milano (MI),Lombardia,F/2921,11395060152,"Via Torino, 48, 20123 Milano, Italia"
CASTELLANI DI CASTELLANI DR. MARINA,"Via Milano, 59",20060,Masate,Milano (MI),Lombardia,F/3466,8627090965,"Via Milano, 59, 20060 Masate, Italia"
SCANSETTI,"Viale Rimembranze, 18",20020,Lainate,Milano (MI),Lombardia,F/3129,8689330150,"Viale Rimembranze, 18, 20020 Lainate, Italia"
DEZZA,"Via Dezza, 15",26900,Melegnano,Milano (MI),Lombardia,F/3225,8726980967,"Via Dezza, 15, 26900 Melegnano, Italia"
RINALDI,"Via Risorgimento, 41/A",20090,Pantigliate,Milano (MI),Lombardia,F/3264,8734220158,"Via Risorgimento, 41/A, 20090 Pantigliate, Italia"
SELINUNTE SAS,"Piazza Selinunte, 4",20148,Milano,Milano (MI),Lombardia,F/2987,8794770969,"Piazza Selinunte, 4, 20148 Milano, Italia"
DELLA RIPA,"Ripa Ticinese, 33",20143,Milano,Milano (MI),Lombardia,F/2825,2061270167,"Ripa Ticinese, 33, 20143 Milano, Italia"
PIAVE,"Via Bellotti, 1",20129,Milano,Milano (MI),Lombardia,F/2637,3955010156,"Via Bellotti, 1, 20129 Milano, Italia"
CASSINA DE' PECCHI SNC DI MERIGGI PIER LUIGI E CRISTIANO,"Via Papa Giovanni XXIII, 5",20060,Cassina de'pecchi,Milano (MI),Lombardia,F/3249,8800100961,"Via Papa Giovanni XXIII, 5, 20060 Cassina de'pecchi, Italia"
CONSORZIO FARMASUD,"Via Vittor Pisani, 12",20123,Milano,Milano (MI),Lombardia,F/18990,8874020962,"Via Vittor Pisani, 12, 20123 Milano, Italia"
AMEDEO SAS,"Via G.A. Amadeo, 40",20133,Milano,Milano (MI),Lombardia,F/2896,8906970960,"Via G.A. Amadeo, 40, 20133 Milano, Italia"
MINERVA SNC DR. SERGENT MARCEAU LUDOVICO & C.,"Via Crema, 17",20135,Milano,Milano (MI),Lombardia,F/2647,8923090966,"Via Crema, 17, 20135 Milano, Italia"
SAN MICHELE DI GENNARO DOTT. CORRADO & C. SNC,"Via IV Novembre, 80",20015,Parabiago,Milano (MI),Lombardia,F/3037,9285520962,"Via IV Novembre, 80, 20015 Parabiago, Italia"
REALE DI AGAPE ALBERTO,"Via Larga, 16",20122,Milano,Milano (MI),Lombardia,F/2998,9517590965,"Via Larga, 16, 20122 Milano, Italia"
BOGNETTI SNC,"Piazza Liberta', 19",20020,Arconate,Milano (MI),Lombardia,F/3119,9522150961,"Piazza Liberta', 19, 20020 Arconate, Italia"
TADINI,"Piazza Tricolore, 2",20142,Milano,Milano (MI),Lombardia,F/2859,9549510155,"Piazza Tricolore, 2, 20142 Milano, Italia"
FARMACIA SANTA CATERINA SRL,"Viale Caterina Da Forli', 7",20146,Milano,Milano (MI),Lombardia,F/2889,11320830968,"Viale Caterina Da Forli', 7, 20146 Milano, Italia"
FARMACIA SANT'ANNA,"Via TRIESTE, 19",20010,Santo stefano ticino,Milano (MI),Lombardia,F/3193,10381920965,"Via TRIESTE, 19, 20010 Santo stefano ticino, Italia"
Farmacia San Pietro srl,"Via degli olmi, 11",20062,Cassano d'adda,Milano (MI),Lombardia,F/20529,10843780965,"Via degli olmi, 11, 20062 Cassano d'adda, Italia"
