Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
FARMACIA MATTEAZZI SRL,"Via Aristide Carabelli, 52-54-56",121,Roma,Roma (RM),Lazio,F/9630,09068781005,"Via Aristide Carabelli, 52-54-56, 00121 Roma, Italia"
STESAB FARMACEUTICI SNC di Sabina Carbone e C.,"Via Del Monte delle Capre, 45 B",148,Roma,Roma (RM),Lazio,F/20611,15022161002,"Via Del Monte delle Capre, 45 B, 00148 Roma, Italia"
jenner sas,"Viale colli Poretuensi, 173/175",151,Roma,Roma (RM),Lazio,F/9661,14462951006,"Viale colli Poretuensi, 173/175, 00151 Roma, Italia"
Farmacia San Gregorio CNR S.r.l.,"Piazza Certaldo, 23/25",146,Roma,Roma (RM),Lazio,F/20670,15459031009,"Piazza Certaldo, 23/25, 00146 Roma, Italia"
Farmacia Sacco e Vanzetti s.r.l.,"Viale Sacco e Vanzetti, 130",155,Roma,Roma (RM),Lazio,F/20671,15721231007,"Viale Sacco e Vanzetti, 130, 00155 Roma, Italia"
Farmacia Le Colline snc delle Dottoresse Cirri Paola e Ferrante Teresa,"Via Laurentina, 1529",134,Roma,Roma (RM),Lazio,F/20673,15473231007,"Via Laurentina, 1529, 00134 Roma, Italia"
FARMACIA TRE PINI S.A.S,"Via RENATO RASCEL, 24-26",128,Roma,Roma (RM),Lazio,F/20674,15505971000,"Via RENATO RASCEL, 24-26, 00128 Roma, Italia"
SPAZIANI ADRIANA,"Viale dei Coccei, 2",44,Frascati,Roma (RM),Lazio,F/10036,15530431004,"Viale dei Coccei, 2, 00044 Frascati, Italia"
FARMACIE RIGANO SOCIETA' IN NOME COLLETTIVO IN BREVE FARMACIE RIGANO S.N.C.,"Piazza della Chiesa Nuova, 21/A",186,Roma,Roma (RM),Lazio,F/9259,14400351004,"Piazza della Chiesa Nuova, 21/A, 00186 Roma, Italia"
FARMACIE RIGANO SNC,"Via ANGUILLARESE, 111/113",123,Roma,Roma (RM),Lazio,F/9761,14400351004,"Via ANGUILLARESE, 111/113, 00123 Roma, Italia"
PALLANTE SNC di Paolo Pallante & C,"Piazza Plebiscito, 17/18",19,Tivoli,Roma (RM),Lazio,F/9843,15534271000,"Piazza Plebiscito, 17/18, 00019 Tivoli, Italia"
Farmacia Centroni srl,"Via del fosso centroni, 82, 84, 86",118,Roma,Roma (RM),Lazio,F/20682,15462541002,"Via del fosso centroni, 82, 84, 86, 00118 Roma, Italia"
FARMACIA MORABITO S.A.S,"Via Mario Pelagalli, 1",52,Cerveteri,Roma (RM),Lazio,F/18103,15507081006,"Via Mario Pelagalli, 1, 00052 Cerveteri, Italia"
CELANI DI ALESSANDRO CELANI SAS,"Via Isole Curzolane, 156",139,Roma,Roma (RM),Lazio,F/9190,08252801009,"Via Isole Curzolane, 156, 00139 Roma, Italia"
Farmacia Bavaro Sas della dr.ssa Rosanna Bavaro & C,"Via Trionfale, 8578",135,Roma,Roma (RM),Lazio,F/9720,15405031004,"Via Trionfale, 8578, 00135 Roma, Italia"
Farmacia Casalmonastero Eredi Buonassisi Giuseppina,"Via Crescenzio Conte di Sabina, 45",131,Roma,Roma (RM),Lazio,F/9175,16007461003,"Via Crescenzio Conte di Sabina, 45, 00131 Roma, Italia"
FARMACIA PORTA METRONIA SRL,"Largo Pannonia, 4/5/6",183,Roma,Roma (RM),Lazio,F/9542,02221920685,"Largo Pannonia, 4/5/6, 00183 Roma, Italia"
Farmacia Villa Adriana s.a.s. della dottoressa De Lellis Natalia e C.,"Via DI VILLA ADRIANA, 15-17",19,Tivoli,Roma (RM),Lazio,F/20621,15467011001,"Via DI VILLA ADRIANA, 15-17, 00019 Tivoli, Italia"
FARMACIA SORBONA s.n.c.,"Via DEI GIARDINETTI, 208",133,Roma,Roma (RM),Lazio,F/20688,15552411009,"Via DEI GIARDINETTI, 208, 00133 Roma, Italia"
FARMACIA DELLA STAZIONE S.N.C.,"Via prenestina nuova, 52",39,Zagarolo,Roma (RM),Lazio,F/20690,15616861009,"Via prenestina nuova, 52, 00039 Zagarolo, Italia"
FARMACIA,"Via VIA NETTUNENSE, 324",41,Albano laziale,Roma (RM),Lazio,F/20691,15626651002,"Via VIA NETTUNENSE, 324, 00041 Albano laziale, Italia"
Farmacia Giovannone di Alessia e Laura Albanese snc,"Via Santa Apollaria, 31",39,Zagarolo,Roma (RM),Lazio,F/20759,12922481002,"Via Santa Apollaria, 31, 00039 Zagarolo, Italia"
Farmacia Giovannone Di Alessia E Laura Albanese Snc,"Viale Ungheria, 91",39,Zagarolo,Roma (RM),Lazio,F/9877,12922481002,"Viale Ungheria, 91, 00039 Zagarolo, Italia"
FARMACIA PIAZZA BOLOGNA DOTT.ROCCO CRIMI SOCIETA' A RESPONSABILITA' LIMITATA,"Piazza Bologna, 19/20",162,Roma,Roma (RM),Lazio,F/9197,15356391001,"Piazza Bologna, 19/20, 00162 Roma, Italia"
BRUGNOLI ALESSIO,"Via Carmelo Maestrini, 306",128,Roma,Roma (RM),Lazio,F/9504,06730681001,"Via Carmelo Maestrini, 306, 00128 Roma, Italia"
FARMACIA IANNOTTA SRL,"Piazza Pio XI, 30",165,Roma,Roma (RM),Lazio,F/9737,10086901005,"Piazza Pio XI, 30, 00165 Roma, Italia"
FLAMINIA IV,"Viale Pinturicchio, 19/A",196,Roma,Roma (RM),Lazio,F/9162,13934231005,"Viale Pinturicchio, 19/A, 00196 Roma, Italia"
FARMACIE MANNELLA DI FABRIZIO MANNELLA & C. SOCIETA' IN NOME COLL ETTIVO,"Via Bulgaria, 35",196,Roma,Roma (RM),Lazio,F/9177,13934231005,"Via Bulgaria, 35, 00196 Roma, Italia"
Flaminia III,"Viale del Vignola, 113",196,Roma,Roma (RM),Lazio,F/9236,13934231005,"Viale del Vignola, 113, 00196 Roma, Italia"
FARMACIA NICOTRA S.R.L.,"Viale CADUTI PER LA RESISTENZA, 117-119",128,Roma,Roma (RM),Lazio,F/9459,13128121004,"Viale CADUTI PER LA RESISTENZA, 117-119, 00128 Roma, Italia"
PADRE PIO SAS DELLA DR.SSA MARIA LUISA GRANA & C.,"Via A. Fiori, 37/39",156,Roma,Roma (RM),Lazio,F/9388,05888241006,"Via A. Fiori, 37/39, 00156 Roma, Italia"
Farmacia S. Onofrio sede 193,"Via Trionfale, 8768",135,Roma,Roma (RM),Lazio,F/9668,05888241006,"Via Trionfale, 8768, 00135 Roma, Italia"
"FARMACIA PIE' DI COST@ 4.0 S.N.C. DELLE DOTTORESSE ANNA MARIA, PAOLA, ANTONELLA E ALESSANDRA","Via STROMBOLI, 1A-1B",15,Monterotondo,Roma (RM),Lazio,F/20357,14942211005,"Via STROMBOLI, 1A-1B, 00015 Monterotondo, Italia"
FARMACIA NOVA SALUS S.R.L.,"Corso Trieste, 29",198,Roma,Roma (RM),Lazio,F/9231,15039601008,"Corso Trieste, 29, 00198 Roma, Italia"
Farmacia Comunale S. Giovanni Battista,"Via Colle Stretto, 4",18,Palombara sabina,Roma (RM),Lazio,F/18365,11745161007,"Via Colle Stretto, 4, 00018 Palombara sabina, Italia"
Farmacia Villa Claudia,"Via di Villa Claudia, 106",42,Anzio,Roma (RM),Lazio,F/20403,14928201004,"Via di Villa Claudia, 106, 00042 Anzio, Italia"
FARMACIA DELLA DARSENA S.N.C DI CODELLA ELVIRA FILOMENA E D'ORSI VINCENZO,"Via ANCO MARZIO, 44/46",54,Fiumicino,Roma (RM),Lazio,F/20405,15004251003,"Via ANCO MARZIO, 44/46, 00054 Fiumicino, Italia"
Farmacia Manziana,"Corso Vittorio Emanuele, 144",66,Manziana,Roma (RM),Lazio,F/9800,14550571005,"Corso Vittorio Emanuele, 144, 00066 Manziana, Italia"
ANTICA FARMACIA REALE DELLA GIULIO TASSONI FARMAHOLDINGS.R.L.S-S.A.S,"Via della Vite, 1/A",187,Roma,Roma (RM),Lazio,F/9090,10218961000,"Via della Vite, 1/A, 00187 Roma, Italia"
Comunale 2 Velletri,Via Ugo La Malfa 32/38,49,Velletri,Roma (RM),Lazio,F/10052,06679251006,"Via Ugo La Malfa 32/38, 00049 Velletri, Italia"
FARMACIA DEL SOLE SRL,"Viale DEI PROMONTORI, 292",122,Roma,Roma (RM),Lazio,F/20369,14994291004,"Viale DEI PROMONTORI, 292, 00122 Roma, Italia"
FARMACIA BONSIGNORI S.A.S. DI GIUSEPPE BONSIGNORI & CO,"Via Tagliamento, 58/60",192,Roma,Roma (RM),Lazio,F/9083,14828021007,"Via Tagliamento, 58/60, 00192 Roma, Italia"
TOZZI della dott.ssa PATRIZIA BELLEZZA,"Via Provinciale Roma, 55",60,Capena,Roma (RM),Lazio,F/9794,15004721005,"Via Provinciale Roma, 55, 00060 Capena, Italia"
FARMACIA COLLE DEGLI ABETI,"Via Monsignor Pietro Orsi, 37-39",132,Roma,Roma (RM),Lazio,F/20407,15018461002,"Via Monsignor Pietro Orsi, 37-39, 00132 Roma, Italia"
FARMACIA INGLESE S.R.L.,"Viale MARCONI, 107",146,Roma,Roma (RM),Lazio,F/9647,15038491005,"Viale MARCONI, 107, 00146 Roma, Italia"
FARMACIA DELLE EBRIDI SOCIETA IN ACCOMANDITA SEMPLICE DI V INCENZO MARIA ODDI & Co.,"Via dell'Appagliatore, 46/c - Ang. Via Stiepovich",121,Roma,Roma (RM),Lazio,F/9455,15036821005,"Via dell'Appagliatore, 46/c - Ang. Via Stiepovich, 00121 Roma, Italia"
AZIENDA SPECIALE VELLETRI COMUNALE 1,"Corso della Repubblica, 1",49,Velletri,Roma (RM),Lazio,F/18116,06679251006,"Corso della Repubblica, 1, 00049 Velletri, Italia"
COMUNALE 3 VELLETRI,Via Caranella 80 A/B,49,Velletri,Roma (RM),Lazio,F/18154,06679251006,"Via Caranella 80 A/B, 00049 Velletri, Italia"
COMUNALE 4 VELLETRI SERV. SPA,"Via di Colle Caldara, 17",49,Velletri,Roma (RM),Lazio,F/18491,06679251006,"Via di Colle Caldara, 17, 00049 Velletri, Italia"
Farmacia Oderisi Da Gubbio S.a.s. Del Dott. Vincenzo Pastore,"Via Oderisi Da Gubbio, 241",146,Roma,Roma (RM),Lazio,F/9640,14502381008,"Via Oderisi Da Gubbio, 241, 00146 Roma, Italia"
Farmacia San Pancrazio,"Via Riccardo Lombardi, 8",41,Albano laziale,Roma (RM),Lazio,F/20121,14768721004,"Via Riccardo Lombardi, 8, 00041 Albano laziale, Italia"
FARMACIA INTERNAZIONALE BARBERINI SNC,"Piazza Barberini, 49",187,Roma,Roma (RM),Lazio,F/9218,14076201004,"Piazza Barberini, 49, 00187 Roma, Italia"
FARMACIA DI CARLO S.A.S.,"Via Capo Passero, 26/32",122,Roma,Roma (RM),Lazio,F/9564,12995861007,"Via Capo Passero, 26/32, 00122 Roma, Italia"
FARMACIA RICCI DR. NEMESIO,"Piazza Cola di Rienzo, 31",192,Roma,Roma (RM),Lazio,F/9740,14607461002,"Piazza Cola di Rienzo, 31, 00192 Roma, Italia"
FARMACIA DE CECCO S.R.L.,"Largo dello zodiaco, 7",61,Anguillara sabazia,Roma (RM),Lazio,F/9796,15293981005,"Largo dello zodiaco, 7, 00061 Anguillara sabazia, Italia"
Farmacia Barazanò s.r.l.,"Via Barzanò, 11-13",119,Roma,Roma (RM),Lazio,F/20381,14932401004,"Via Barzanò, 11-13, 00119 Roma, Italia"
FARMACIA DUE TORRI S.R.L.,"Via PIAN DUE TORRI, 39/A-B-C",146,Roma,Roma (RM),Lazio,F/20382,15016331009,"Via PIAN DUE TORRI, 39/A-B-C, 00146 Roma, Italia"
ANTICA FARMACIA SANTA EMANUELA S.R.L.,"Via dei Sardi, 29",185,Roma,Roma (RM),Lazio,F/9182,13638241003,"Via dei Sardi, 29, 00185 Roma, Italia"
FARMACIA BOTTARI S.R.L.,"Via NISO, 16/24",40,Ardea,Roma (RM),Lazio,F/10014,15038611008,"Via NISO, 16/24, 00040 Ardea, Italia"
Farmacia Bernari srl,"Via via Carlo Bernari, 37-39-41",139,Roma,Roma (RM),Lazio,F/20457,14994091008,"Via via Carlo Bernari, 37-39-41, 00139 Roma, Italia"
FARMACIA FIORELLI SRL,"Piazza Togliatti, 41",47,Marino,Roma (RM),Lazio,F/10016,15034481000,"Piazza Togliatti, 41, 00047 Marino, Italia"
farmacia cotogni sas,"Via nomentana, 32",15,Monterotondo,Roma (RM),Lazio,F/9847,14632591005,"Via nomentana, 32, 00015 Monterotondo, Italia"
FARMACIA DEL MARE DELLE DOTT.SSE COCO MARIA E PAGANO ANTONINA,"Piazzale DELLA STAZIONE DI CASTEL FUSANO,, 1/1A/1B",122,Roma,Roma (RM),Lazio,F/20458,14943531005,"Piazzale DELLA STAZIONE DI CASTEL FUSANO,, 1/1A/1B, 00122 Roma, Italia"
Farmacia Umberto Frisoni snc del Dr. Dario Frisoni & C,"Viale Furio Camillo, 51",181,Roma,Roma (RM),Lazio,F/9497,04534321007,"Viale Furio Camillo, 51, 00181 Roma, Italia"
FARMACIA BROCCHIERI DUE SNC DEL DR. RENATO BROCCHIERI & C.,"Via Fontana dell'Oste, Snc",34,Colleferro,Roma (RM),Lazio,F/9845,11496461002,"Via Fontana dell'Oste, Snc, 00034 Colleferro, Italia"
Farmacrimi Europea Srl,"Via della Croce, 11",187,Roma,Roma (RM),Lazio,F/9121,10914191001,"Via della Croce, 11, 00187 Roma, Italia"
Prati Fiscali,"Via Delle Isole Curzolane, 31",139,Roma,Roma (RM),Lazio,F/9269,09527621008,"Via Delle Isole Curzolane, 31, 00139 Roma, Italia"
FARMACIA ROSSI DEI DOTTORI ANGELAMARIA ROSSI E MATTEO CIRILLI SNC,"Largo CAVOUR, 3-4",53,Civitavecchia,Roma (RM),Lazio,F/9815,14252281002,"Largo CAVOUR, 3-4, 00053 Civitavecchia, Italia"
FARMACIA DEL BORGO SAS DI BRUNO MIGLIORE,"Via Doganale, 108",52,Cerveteri,Roma (RM),Lazio,F/19016,15007911009,"Via Doganale, 108, 00052 Cerveteri, Italia"
Farmacia Sant'Antonio S.n.c.,"Via Ardeatina, 320",42,Anzio,Roma (RM),Lazio,F/19887,14465671007,"Via Ardeatina, 320, 00042 Anzio, Italia"
farmacia I Platani snc,"Via Prenestina Antica, 220",36,Palestrina,Roma (RM),Lazio,F/20384,15066361005,"Via Prenestina Antica, 220, 00036 Palestrina, Italia"
Farmacia Giuliani del Dott. Sandro Giuliani,"Via Antonio Gramsci, 252 f",75,Lanuvio,Roma (RM),Lazio,F/20387,15151831003,"Via Antonio Gramsci, 252 f, 00075 Lanuvio, Italia"
FARMA 801 SRL,"Via Via Luigi Sica, 7/9",126,Roma,Roma (RM),Lazio,F/20388,15035721008,"Via Via Luigi Sica, 7/9, 00126 Roma, Italia"
Farmacia Arcacci,"Via di Torrenova, 419-427",133,Roma,Roma (RM),Lazio,F/20391,15012911002,"Via di Torrenova, 419-427, 00133 Roma, Italia"
FARMACRIMI APUANIA Srl,"Piazzale della Stazione Tiburtina, 1",162,Roma,Roma (RM),Lazio,F/9170,09207911000,"Piazzale della Stazione Tiburtina, 1, 00162 Roma, Italia"
Farmacia Al Vaticano Del Dr. Quarta Salvatore,"Via Gregorio Vii, 129/131",165,Roma,Roma (RM),Lazio,F/9689,05878620482,"Via Gregorio Vii, 129/131, 00165 Roma, Italia"
Farmacia Trigoria S.n.c. Delle Dott.sse Vitocolonna Federica E Silvi Emanuela,"Via Giancarlo Vigorelli, 19",128,Roma,Roma (RM),Lazio,F/20149,14381711002,"Via Giancarlo Vigorelli, 19, 00128 Roma, Italia"
EREDI POGGI RENZO,"Via EMPOLITANA, 17",19,Tivoli,Roma (RM),Lazio,F/9887,15143941001,"Via EMPOLITANA, 17, 00019 Tivoli, Italia"
Farmacia Grana SAS del Dott. Pietro Grana,"Via di Villa Severini, 34",191,Roma,Roma (RM),Lazio,F/9692,10062781009,"Via di Villa Severini, 34, 00191 Roma, Italia"
Farmacia Longo snc del Dr. Giuseppe Longo,"Piazza Vittorio Emanuele II, 46",185,Roma,Roma (RM),Lazio,F/9224,04585611009,"Piazza Vittorio Emanuele II, 46, 00185 Roma, Italia"
Farmacia Villa Desideri S.a.s. Della Dott.ssa Maria Angela Lidonnici,"Via Marcantonio Colonna, 2",47,Marino,Roma (RM),Lazio,F/10045,14405451007,"Via Marcantonio Colonna, 2, 00047 Marino, Italia"
FARMACIA CIOCCOLONI SRL societa' scon socio unico,"Via DELLA VITTORIA, 7",63,Campagnano di roma,Roma (RM),Lazio,F/9950,06778481009,"Via DELLA VITTORIA, 7, 00063 Campagnano di roma, Italia"
FARMACIA MORETTI S.A.S. DEL DOTTOR FRANCESCO MORETTI,"Via Fezzan, 16/18",199,Roma,Roma (RM),Lazio,F/9141,14098201008,"Via Fezzan, 16/18, 00199 Roma, Italia"
FARMACIA BELVEDERE DI TORELLI CRISTIANA,"Via Cerchiara, 1",60,Riano,Roma (RM),Lazio,F/17186,14721281005,"Via Cerchiara, 1, 00060 Riano, Italia"
Farmacia Centrale,"Via Dante Alighieri, 45",60,Riano,Roma (RM),Lazio,F/19955,14621491001,"Via Dante Alighieri, 45, 00060 Riano, Italia"
FARMACIA VILLA ADA SNC,"Via Anapo, 38/40",199,Roma,Roma (RM),Lazio,F/9140,14038671005,"Via Anapo, 38/40, 00199 Roma, Italia"
farmacia san Giorgio srl,"Via Amsterdam, 78/80",144,Roma,Roma (RM),Lazio,F/17984,14854581007,"Via Amsterdam, 78/80, 00144 Roma, Italia"
CUCCHIARONI MARCO,"Via Giacomo Matteotti, 6/8/10",15,Monterotondo,Roma (RM),Lazio,F/9923,14563771006,"Via Giacomo Matteotti, 6/8/10, 00015 Monterotondo, Italia"
FARMACIA DEI GELSI FRATELLI POLI SANDRI SOCIETA' IN NOME COLLETTIVO DI MARCO GUIDO E PAOLA POLI SANDRI,"Via dei Gelsi, 15 A",171,Roma,Roma (RM),Lazio,F/9374,14875731003,"Via dei Gelsi, 15 A, 00171 Roma, Italia"
farmacia fieramonti srl,"Via san giacomo, 228",48,Nettuno,Roma (RM),Lazio,F/18034,15093151007,"Via san giacomo, 228, 00048 Nettuno, Italia"
FARMACIA PROCACCINI SAS DEL DR. ALFREDO PROCACCINI & C,"Via Giuseppe Donati, 62",159,Roma,Roma (RM),Lazio,F/9349,15035711009,"Via Giuseppe Donati, 62, 00159 Roma, Italia"
Farmacia Franceschetti S.a.s. Del Dr. Fabio Amici & C.,"Corso Trieste, 55",47,Marino,Roma (RM),Lazio,F/9970,13293081009,"Corso Trieste, 55, 00047 Marino, Italia"
Antica Farmacia Salucci Della Dott.ssa Brunella Cherici,"Via Della Liberta', 50",18,Palombara sabina,Roma (RM),Lazio,F/9924,14390771005,"Via Della Liberta', 50, 00018 Palombara sabina, Italia"
Farmacia Colle Di Mezzo,"Via V. Cerulli, 16/20",143,Roma,Roma (RM),Lazio,F/9512,02406610598,"Via V. Cerulli, 16/20, 00143 Roma, Italia"
Farmacia Della Salute Di Pietro E Francesca Tornaghi Snc,"Via Della Libertà, 19",24,Castel madama,Roma (RM),Lazio,F/9922,04486531009,"Via Della Libertà, 19, 00024 Castel madama, Italia"
Farmacia Maccagno S.r.l.,"Via Romeo Rodriguez Pereira, 154",136,Roma,Roma (RM),Lazio,F/9734,14545351000,"Via Romeo Rodriguez Pereira, 154, 00136 Roma, Italia"
FARMACIA PORTA PIA SAS DEL DR. EMILIO CABELLA & C.,"Via Nomentana, 25",161,Roma,Roma (RM),Lazio,F/9278,14787481002,"Via Nomentana, 25, 00161 Roma, Italia"
FARMACIA PANUNZI S.R.L.,"Viale Antonio Ciamarra, 235/237",173,Roma,Roma (RM),Lazio,F/9769,14561061004,"Viale Antonio Ciamarra, 235/237, 00173 Roma, Italia"
FARMACIE SAN RAFFAELE SAS DI BIANCA MARIA AIELLO,"Piazza Enrico Coleman, 9",155,Roma,Roma (RM),Lazio,F/9338,11429991000,"Piazza Enrico Coleman, 9, 00155 Roma, Italia"
FARMACIE SAN RAFFAELE srl,"Via di Carcaricola, 85",133,Roma,Roma (RM),Lazio,F/9750,11429991000,"Via di Carcaricola, 85, 00133 Roma, Italia"
FARMACIE SAN RAFFAELE SAS DI BIANCA MARIA AIELLO,"Via Tiburtina Valeria, 92",11,Guidonia montecelio,Roma (RM),Lazio,F/9856,11429991000,"Via Tiburtina Valeria, 92, 00011 Guidonia montecelio, Italia"
GIOVANNI VERGA n.735,"Via Ugo Ojetti, 452/454",137,Roma,Roma (RM),Lazio,F/20428,15145441000,"Via Ugo Ojetti, 452/454, 00137 Roma, Italia"
FARMACIA MONTICHIARI di FRANCESCA ANTONIA FRENO,"Via VINCENZO COMPARINI, 122",188,Roma,Roma (RM),Lazio,F/20429,01053890800,"Via VINCENZO COMPARINI, 122, 00188 Roma, Italia"
Di Concetto dr.ssa Stefania,"Via Laurentina, 172",40,Ardea,Roma (RM),Lazio,F/18599,01694040443,"Via Laurentina, 172, 00040 Ardea, Italia"
Farmacia Colle Romito Del Dott. Cuccaro Domenico S.a.s.&,"Largo Dei Cembri, 12-13",40,Ardea,Roma (RM),Lazio,F/19972,14369541009,"Largo Dei Cembri, 12-13, 00040 Ardea, Italia"
Farmacia Borgo Dott.ssa Donatella Denza,"Piazza Palmiro Togliatti, 4",10,Montelibretti,Roma (RM),Lazio,F/17099,01173410570,"Piazza Palmiro Togliatti, 4, 00010 Montelibretti, Italia"
FARMACIA AURORA DEL BENESSERE SRL,"Via dei Prati Fiscali, 278",141,Roma,Roma (RM),Lazio,F/9191,13316011009,"Via dei Prati Fiscali, 278, 00141 Roma, Italia"
N^2847/Sede N^573 (Makalle),"Via Nomentana, 451",162,Roma,Roma (RM),Lazio,F/9137,09467481009,"Via Nomentana, 451, 00162 Roma, Italia"
IOCULANO DI DOMENICO IOCULANO SAS,"Via Tiburtina, 40",185,Roma,Roma (RM),Lazio,F/9242,09467481009,"Via Tiburtina, 40, 00185 Roma, Italia"
S. FRANCESCO DI PAOLA DI C. & G. TEBANO SNC,"Via A. Meldola, 112",143,Roma,Roma (RM),Lazio,F/9492,04428251005,"Via A. Meldola, 112, 00143 Roma, Italia"
S. FRANCESCO DI PAOLA SNC,"Via STEFANO GRADI, 126/128",143,Roma,Roma (RM),Lazio,F/9503,04428251005,"Via STEFANO GRADI, 126/128, 00143 Roma, Italia"
Farmacia Orsenigo,"Piazza Cavalieri Di Vittorio Veneto, 9",48,Nettuno,Roma (RM),Lazio,F/9982,11502351007,"Piazza Cavalieri Di Vittorio Veneto, 9, 00048 Nettuno, Italia"
Farmacie Angelini S.r.l.,"Via Tiburtina, 348/350",159,Roma,Roma (RM),Lazio,F/9380,14112581005,"Via Tiburtina, 348/350, 00159 Roma, Italia"
Farmacia Pineta Sacchetti Di Avenia Antonio E C. Societa' In Nomecollettivo,"Via Pineta Sacchetti, 464",168,Roma,Roma (RM),Lazio,F/9767,09254471007,"Via Pineta Sacchetti, 464, 00168 Roma, Italia"
Farmacia Rossi Brunori Snc Del Dr. Enrico Maria Rossi Brunori & C.,"Corso Umberto, 34",10,Montelibretti,Roma (RM),Lazio,F/9891,14560941008,"Corso Umberto, 34, 00010 Montelibretti, Italia"
TERME GORDIANE,"Viale Venezia Giulia, 113",177,Roma,Roma (RM),Lazio,F/9517,14970201001,"Viale Venezia Giulia, 113, 00177 Roma, Italia"
ANTICA FARMACIA DEL CORSO SNC,"Vicolo Sciarra, 61A/61B",186,Roma,Roma (RM),Lazio,F/9254,05566591003,"Vicolo Sciarra, 61A/61B, 00186 Roma, Italia"
FARMACIA FACCIOLA' DEL DR. FABIO FACCIOLA' & C. SNC,"Via E. Rolli, 19",153,Roma,Roma (RM),Lazio,F/9624,09236941002,"Via E. Rolli, 19, 00153 Roma, Italia"
Farmacia Valle Muricana del dr. Francesco Capria & C. Snc,"Via Valle Muricana, 685/687/687A",188,Roma,Roma (RM),Lazio,F/20436,14933301005,"Via Valle Muricana, 685/687/687A, 00188 Roma, Italia"
"Farmacia Campo Ascolano snc di Giovanni Chiodo, Cristiana Carletti e Rosa Ranaldo","Via Lago Maggiore, 42",71,Pomezia,Roma (RM),Lazio,F/20437,15100221009,"Via Lago Maggiore, 42, 00071 Pomezia, Italia"
LOPRIORE Srl,"Via Etruria, 13/B",183,Roma,Roma (RM),Lazio,F/9515,05006371008,"Via Etruria, 13/B, 00183 Roma, Italia"
Farmacia Gatti Sas Della Dr.ssa Paola Gatti & C.,"Via R. R. Garibaldi, 87",145,Roma,Roma (RM),Lazio,F/9494,14554791005,"Via R. R. Garibaldi, 87, 00145 Roma, Italia"
Farmacia Mazzeo S.a.s. Del Dott. Davide Mazzeo & C.,"Via Colle Nocello, 147",12,Guidonia montecelio,Roma (RM),Lazio,F/9511,08652181002,"Via Colle Nocello, 147, 00012 Guidonia montecelio, Italia"
Inguaggiato giorgio,"Via Flavio Stilicone, 253-257",175,Roma,Roma (RM),Lazio,F/9304,07649221004,"Via Flavio Stilicone, 253-257, 00175 Roma, Italia"
FARMACIA DEI MASSIMI DEI DR.RI ROBERTA E ANDREA CECI SNC,"Piazza Monte Gaudio, 25",135,Roma,Roma (RM),Lazio,F/9772,05483471008,"Piazza Monte Gaudio, 25, 00135 Roma, Italia"
Luchino Visconti,"Via Di Settebagni, 300",139,Roma,Roma (RM),Lazio,F/20346,15054541006,"Via Di Settebagni, 300, 00139 Roma, Italia"
FARMACIA RUSSO DI MARCO DI ATTILIO,"Via Ugento, 44,46,48",171,Roma,Roma (RM),Lazio,F/9282,15041741008,"Via Ugento, 44,46,48, 00171 Roma, Italia"
FARMACIE COLI SNC,"Viale MARCO POLO, 35",154,Roma,Roma (RM),Lazio,F/9184,08217151003,"Viale MARCO POLO, 35, 00154 Roma, Italia"
COLI DEL DOTT. PIERGIORGIO COLI E FIGLI SNC,"Via Andrea Mantegna, 42/44",147,Roma,Roma (RM),Lazio,F/9420,08217151003,"Via Andrea Mantegna, 42/44, 00147 Roma, Italia"
FARMACIA TRUCCO SRL,"Via San Marino, 16",30,Gorga,Roma (RM),Lazio,F/9881,15079661003,"Via San Marino, 16, 00030 Gorga, Italia"
Farmacia Libia Fregene,"Viale Viareggio, 137/B",54,Fiumicino,Roma (RM),Lazio,F/20351,14952611003,"Viale Viareggio, 137/B, 00054 Fiumicino, Italia"
FARMACIA DOTT. LINSALATA DOMENICO,"Viale Roma, 112",18,Palombara sabina,Roma (RM),Lazio,F/9859,N.D.,"Viale Roma, 112, 00018 Palombara sabina, Italia"
FARMACIA DEL BUON AUGURIO S.N.C.,"Via Vecchia di Velletri, 10",40,Rocca di papa,Roma (RM),Lazio,F/18141,08353631214,"Via Vecchia di Velletri, 10, 00040 Rocca di papa, Italia"
SACRO CUORE DEL DR. DAVID GIAMPIERO,"Via G. Alessi, 183",176,Roma,Roma (RM),Lazio,F/9465,10116961003,"Via G. Alessi, 183, 00176 Roma, Italia"
Farmacia SAN MAURIZIO Srl,"Via dell'Albareto, 74-76-78-80-82",126,Roma,Roma (RM),Lazio,F/21005,16408991004,"Via dell'Albareto, 74-76-78-80-82, 00126 Roma, Italia"
FARMACIA CASINI SRL,"Via Nomentana, 939/R",137,Roma,Roma (RM),Lazio,F/9248,16461861003,"Via Nomentana, 939/R, 00137 Roma, Italia"
BORNEO SRL,"Piazzale GREGORIO VII, 21",165,Roma,Roma (RM),Lazio,F/9690,16791161009,"Piazzale GREGORIO VII, 21, 00165 Roma, Italia"
Farmacia Nappo di Nappo Carla Marina Rita & C. S.A.S.,"Viale parigi, 2",60,Riano,Roma (RM),Lazio,F/9805,16704051008,"Viale parigi, 2, 00060 Riano, Italia"
ENORFARM di Enei Orsola e C.,"Via dei Serpenti, 177",184,Roma,Roma (RM),Lazio,F/9084,16138031006,"Via dei Serpenti, 177, 00184 Roma, Italia"
