Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
LENTINI DI P. E M. LENTINI SNC,"Via del Forte Braschi, 20",167,Roma,Roma (RM),Lazio,F/9749,4567221009,"Via del Forte Braschi, 20, 00167 Roma, Italia"
POLVERINI GIULIANA & A.PAOLA SNC,"Via Federico Torre, 27/31",152,Roma,Roma (RM),Lazio,F/9626,4571751009,"Via Federico Torre, 27/31, 00152 Roma, Italia"
Fogliani Dei Dr.i Giancarlo E Ambrogio Fogliani Snc,"Via Veturia, 57",181,Roma,Roma (RM),Lazio,F/9502,4571771007,"Via Veturia, 57, 00181 Roma, Italia"
BUCCELLA DR. FILIPPO & C. SAS,Via Aurelia Km. 1297/1299,166,Roma,Roma (RM),Lazio,F/9644,5102341004,"Via Aurelia Km. 1297/1299, 00166 Roma, Italia"
FIUME BIANCO SNC,"Via Fiume Bianco, 46",144,Roma,Roma (RM),Lazio,F/9530,5445961005,"Via Fiume Bianco, 46, 00144 Roma, Italia"
PELLEGRINI CLAUDIO,Centro Forum Stazione Termini,185,Roma,Roma (RM),Lazio,F/9174,6820270582,"Centro Forum Stazione Termini, 00185 Roma, Italia"
MANCINI GIULIANO,"Via Tiburtina, 542",159,Roma,Roma (RM),Lazio,F/9314,584860589,"Via Tiburtina, 542, 00159 Roma, Italia"
CAPRINO SNC,"Viale Somalia, 84 (Ang. Via Villa Chigi)",199,Roma,Roma (RM),Lazio,F/9112,11822231004,"Viale Somalia, 84 (Ang. Via Villa Chigi), 00199 Roma, Italia"
FARMACIA BRAVETTA SAS,"Via Bravetta, 82/84",164,Roma,Roma (RM),Lazio,F/9621,12613631006,"Via Bravetta, 82/84, 00164 Roma, Italia"
INDIPENDENZA DOTT. ENRICO MATTIOLI,"Via S. Martino Battaglia, 10",185,Roma,Roma (RM),Lazio,F/9233,12634331008,"Via S. Martino Battaglia, 10, 00185 Roma, Italia"
VELODROMO SAS DELLE DOTT.SSE FABRIZI IMPERIA V. E LIBERATORE TANIA,"Via Appia Nuova, 651",179,Roma,Roma (RM),Lazio,F/9417,12641041004,"Via Appia Nuova, 651, 00179 Roma, Italia"
SANTA MARIA DELLA DR.SSA VALENTINA TATA SNC,"Via Abigaile Zanetta, 130",143,Roma,Roma (RM),Lazio,F/9521,12870981003,"Via Abigaile Zanetta, 130, 00143 Roma, Italia"
RAGUSA DR.SSA MARIA ANTONIETTA MACRI' E C. SAS,"Via Taranto, 111",182,Roma,Roma (RM),Lazio,F/9491,13071751005,"Via Taranto, 111, 00182 Roma, Italia"
ABBATE SNC,"Via G. Cardano, 58",146,Roma,Roma (RM),Lazio,F/9654,5999741001,"Via G. Cardano, 58, 00146 Roma, Italia"
ORLANDI GIOVANNA,"Piazza Capranica, 96",186,Roma,Roma (RM),Lazio,F/9158,6002900584,"Piazza Capranica, 96, 00186 Roma, Italia"
SALSANO DI BASSO G. E M.R. SNC,"Via della Farnesina, 145/147",194,Roma,Roma (RM),Lazio,F/9741,4364861007,"Via della Farnesina, 145/147, 00194 Roma, Italia"
FOCACCIA SILVANO & C. SNC,"Via G. De Calvi, 12",151,Roma,Roma (RM),Lazio,F/9623,4365431008,"Via G. De Calvi, 12, 00151 Roma, Italia"
BRUNETTI DOTT. PIERLUIGI,"Via Giustiniano Imperatore, 33",145,Roma,Roma (RM),Lazio,F/9435,13278101004,"Via Giustiniano Imperatore, 33, 00145 Roma, Italia"
DEL BENESSERE DI GIAMPAOLO PIROLLI & C. SAS,"Via Scribonio Curione, 91/93",175,Roma,Roma (RM),Lazio,F/9365,13286031003,"Via Scribonio Curione, 91/93, 00175 Roma, Italia"
MARZOLI 2 SAS,"Via Montaione, 68/70",139,Roma,Roma (RM),Lazio,F/9104,13591141000,"Via Montaione, 68/70, 00139 Roma, Italia"
Farmacie Hallgass S.a.s.,"Via Cornelia, 48/b",166,Roma,Roma (RM),Lazio,F/9735,13933581004,"Via Cornelia, 48/b, 00166 Roma, Italia"
DELLE FRATTE ANDREA,"Viale di Valle Aurelia, 73 A/B",167,Roma,Roma (RM),Lazio,F/9688,7496451001,"Viale di Valle Aurelia, 73 A/B, 00167 Roma, Italia"
GERARDINI RENATA,"Via R. R. Pereira, 217/a",136,Roma,Roma (RM),Lazio,F/9716,7642400589,"Via R. R. Pereira, 217/a, 00136 Roma, Italia"
ORMEA DEI DR.I MARIELLA E GIAN BATTISTA ORMEA SNC,"Via Salaria, 84/86/88",198,Roma,Roma (RM),Lazio,F/9239,7754091002,"Via Salaria, 84/86/88, 00198 Roma, Italia"
PIAZZA LECCE SNC DEL DR. ERNESTO ROSSI,"Piazza Lecce, 13/14",161,Roma,Roma (RM),Lazio,F/9093,7815840637,"Piazza Lecce, 13/14, 00161 Roma, Italia"
ABUDI LINDA,"Via Collatina, 112",177,Roma,Roma (RM),Lazio,F/9489,8670340580,"Via Collatina, 112, 00177 Roma, Italia"
UMBRA SNC DI GIANFRANCO CIDONIO E CRISTINA CIDONIO,"Via Tuscolana, 285",181,Roma,Roma (RM),Lazio,F/9418,8746591000,"Via Tuscolana, 285, 00181 Roma, Italia"
Grilli Angela,"Via Flaminia, 115/117",196,Roma,Roma (RM),Lazio,F/9201,8814600584,"Via Flaminia, 115/117, 00196 Roma, Italia"
EREDI SIMEONI LUIGI,"Via Rapagnano, 2",138,Roma,Roma (RM),Lazio,F/9098,8932711008,"Via Rapagnano, 2, 00138 Roma, Italia"
REPUBBLICA DI CRISTINA ED ILEANA BARLETTA SNC,"Piazza della Repubblica, 67",185,Roma,Roma (RM),Lazio,F/9274,9028921006,"Piazza della Repubblica, 67, 00185 Roma, Italia"
SALIS FIORI GIOVANNA,"Piazza dei Navigatori, 12/13",147,Roma,Roma (RM),Lazio,F/9421,450070586,"Piazza dei Navigatori, 12/13, 00147 Roma, Italia"
RAPISARDA RIZZO OLIMPIA & C. SNC,"Via Aurelia, 670/D",165,Roma,Roma (RM),Lazio,F/9686,9182641002,"Via Aurelia, 670/D, 00165 Roma, Italia"
DE ANGELIS AMALIA,"Via Gramsci, 1",197,Roma,Roma (RM),Lazio,F/9219,9497560582,"Via Gramsci, 1, 00197 Roma, Italia"
LOLLI LUCA,"Via Della Massimilla, 174/176",166,Roma,Roma (RM),Lazio,F/18650,9509841004,"Via Della Massimilla, 174/176, 00166 Roma, Italia"
MARTINO SNC,"Via G.A. Sartorio, 34(Ang.P.za Lante 32)",147,Roma,Roma (RM),Lazio,F/9490,11221571000,"Via G.A. Sartorio, 34(Ang.P.za Lante 32), 00147 Roma, Italia"
SAMPERI LAURA,"Largo Gaetano La Loggia, 35",149,Roma,Roma (RM),Lazio,F/9637,10118730588,"Largo Gaetano La Loggia, 35, 00149 Roma, Italia"
MAGNANIMI SNC,"Via M. Dionigi, 31",193,Roma,Roma (RM),Lazio,F/9773,5496971002,"Via M. Dionigi, 31, 00193 Roma, Italia"
SETTE CHIESE DA PARTE DEGLI EREDI DEL DOTTO FABI0 FABI,"Via L. Fincati, 17",154,Roma,Roma (RM),Lazio,F/9407,12081291002,"Via L. Fincati, 17, 00154 Roma, Italia"
MONETA CAGLIO DA RE' MARIA ISABELLA,"Piazza Geremia Bonomelli, 5",154,Roma,Roma (RM),Lazio,F/9432,12381041008,"Piazza Geremia Bonomelli, 5, 00154 Roma, Italia"
PELLEGRINI EREDI DR. CARLO PELLEGRINI DI A. E G. PELLEGRINI & C. SNC,"Piazza San Cosimato, 34-35 (Mercato)",153,Roma,Roma (RM),Lazio,F/9086,12579131009,"Piazza San Cosimato, 34-35 (Mercato), 00153 Roma, Italia"
PORRECA MARCO GIULIANO,"Piazza Epiro, 7",183,Roma,Roma (RM),Lazio,F/9554,6480661005,"Piazza Epiro, 7, 00183 Roma, Italia"
LOALDI ROBERTO MARIA,"via Nicandro, 6/a",155,Roma,Roma (RM),Lazio,F/9321,5040810581,"via Nicandro, 6/a, 00155 Roma, Italia"
LA MARTIRE SNC,"Via Nocera Umbra, 184/186",181,Roma,Roma (RM),Lazio,F/9528,5380511005,"Via Nocera Umbra, 184/186, 00181 Roma, Italia"
Sant'Elena Delle Dr.sse Anna Maria E Anna Laura Pellegrini Snc,"Largo Bilancioni, 8/11 (Via Pio Foà)",152,Roma,Roma (RM),Lazio,F/9572,7551721009,"Largo Bilancioni, 8/11 (Via Pio Foà), 00152 Roma, Italia"
MARTINO VITTORIO,"Via E. Bondi, 64",166,Roma,Roma (RM),Lazio,F/9704,6076900585,"Via E. Bondi, 64, 00166 Roma, Italia"
CASTRO PRETORIO DI LANZETTA M. TERESA E CARMEN MARIA SNC,"Via dei Mille, 27",185,Roma,Roma (RM),Lazio,F/9263,6187301004,"Via dei Mille, 27, 00185 Roma, Italia"
COLLE OPPIO SNC DR.I PAGANO MARIANO PAOLO E LUCA,"Via Merulana, 208",185,Roma,Roma (RM),Lazio,F/9264,6196171000,"Via Merulana, 208, 00185 Roma, Italia"
GHINOZZI PAOLA,"Via M. B. Tosatti, 39",137,Roma,Roma (RM),Lazio,F/9203,8273540586,"Via M. B. Tosatti, 39, 00137 Roma, Italia"
S. EMERENZIANA DR. CAMISASCA DARIO,"Via Nemorense, 182",199,Roma,Roma (RM),Lazio,F/9271,6689651005,"Via Nemorense, 182, 00199 Roma, Italia"
MEMEO DOTT. NICCOLO' DI GRAVINA,"Piazza Cesare Baronio, 4/A",179,Roma,Roma (RM),Lazio,F/9556,6804991005,"Piazza Cesare Baronio, 4/A, 00179 Roma, Italia"
CASALE CALETTO DR. ANTONIO DORELLA,"Via Dameta, 127",155,Roma,Roma (RM),Lazio,F/9397,6862131007,"Via Dameta, 127, 00155 Roma, Italia"
IALACCI GIOVANNI DEL DOTT. FAUSTO ATTILIO IALACCI,"Via Etruria, 38",183,Roma,Roma (RM),Lazio,F/9429,7080161008,"Via Etruria, 38, 00183 Roma, Italia"
CONCA D'ORO,"Piazza Conca D'Oro, 34/37",141,Roma,Roma (RM),Lazio,F/9148,7097091008,"Piazza Conca D'Oro, 34/37, 00141 Roma, Italia"
TOR DE CENCI DEI DR.I GAETANO E PIETRO TAROLA SNC,"Via Renzo Bertami, 64",128,Roma,Roma (RM),Lazio,F/9451,9959271009,"Via Renzo Bertami, 64, 00128 Roma, Italia"
LANZETTA MARIA ASSUNTA,"Corso Vittorio Emanuele, 36",186,Roma,Roma (RM),Lazio,F/9188,8139270584,"Corso Vittorio Emanuele, 36, 00186 Roma, Italia"
GELLINI DR.SSA CRISTINA FABRO,"Corso Italia, 100",198,Roma,Roma (RM),Lazio,F/9167,11486421008,"Corso Italia, 100, 00198 Roma, Italia"
FENICE SNC DR.SSE ARICO' CARMELINA E MIRABILE SERENELLA,"Via B. Perestrello, 26/27",176,Roma,Roma (RM),Lazio,F/9484,8549461005,"Via B. Perestrello, 26/27, 00176 Roma, Italia"
MILITELLO DI ROBERTA E MARIO DI MARCO BOSINI SNC,"Via Marco Tabarrini, 2/e (Angolo Circ.ne Appia)",179,Roma,Roma (RM),Lazio,F/9433,8898651008,"Via Marco Tabarrini, 2/e (Angolo Circ.ne Appia), 00179 Roma, Italia"
ALESSANDRINA SNC DI GIACOBBI DONATELLA E CIFALDI PLACIDO,"Via dei Platani, 1/B",172,Roma,Roma (RM),Lazio,F/9387,8984341001,"Via dei Platani, 1/B, 00172 Roma, Italia"
ELETTI SNC DI ELETTI BIANCHI FERNANDO ED ELETTI BIANCHI ROBERTA,"Via Tor de' Schiavi, 39-39a",172,Roma,Roma (RM),Lazio,F/9381,8989901007,"Via Tor de' Schiavi, 39-39a, 00172 Roma, Italia"
CITTA' D'EUROPA,"Viale Citta' d'Europa, 700",144,Roma,Roma (RM),Lazio,F/9540,9281581000,"Viale Citta' d'Europa, 700, 00144 Roma, Italia"
RELLECATI FABRIZIO,"Piazza S. Maria in Trastevere, 7",153,Roma,Roma (RM),Lazio,F/9210,9284720589,"Piazza S. Maria in Trastevere, 7, 00153 Roma, Italia"
FERRARO DOMENICO,"Via della Bella Villa, 62/B",172,Roma,Roma (RM),Lazio,F/9352,9409830586,"Via della Bella Villa, 62/B, 00172 Roma, Italia"
MAGNANIMI LAURA,"Via del Millesimo, 25",168,Roma,Roma (RM),Lazio,F/9746,9603080582,"Via del Millesimo, 25, 00168 Roma, Italia"
DELOGU FRANCESCA,"Circonvallazione Gianicolense, 186/a",152,Roma,Roma (RM),Lazio,F/9625,9603300584,"Circonvallazione Gianicolense, 186/a, 00152 Roma, Italia"
ACQUALAGNA PATRIZIA,"Via San Daniele del Friuli, snc",188,Roma,Roma (RM),Lazio,F/9223,9613480582,"Via San Daniele del Friuli, snc, 00188 Roma, Italia"
GUARINO F. & C. SNC,"Via dell'Imbrecciato, 124",149,Roma,Roma (RM),Lazio,F/9633,4817521000,"Via dell'Imbrecciato, 124, 00149 Roma, Italia"
RAMUNDO MONTARSOLO RAFFAELLA,"Via Torpignattara, 47",177,Roma,Roma (RM),Lazio,F/9443,9716710588,"Via Torpignattara, 47, 00177 Roma, Italia"
PAOLA TERESA RICCARDI snc,"Via Clemente X, 47",167,Roma,Roma (RM),Lazio,F/9728,10221921009,"Via Clemente X, 47, 00167 Roma, Italia"
ANGELETTI RUGGERO,"Via della Stazione di Ottavia, 96",135,Roma,Roma (RM),Lazio,F/9766,10223740589,"Via della Stazione di Ottavia, 96, 00135 Roma, Italia"
CLEMENTE XI SAS DELLA DR.SSA VALERIA BUI & C.,"Via Monti di Primavalle, 187",167,Roma,Roma (RM),Lazio,F/9781,10448121003,"Via Monti di Primavalle, 187, 00167 Roma, Italia"
FARMACIA DELLE ACACIE SAS DR.SSA RITA PASQUALETTI & C.,"Via delle acacie, 51",171,Roma,Roma (RM),Lazio,F/9371,5253541006,"Via delle acacie, 51, 00171 Roma, Italia"
FARMACRIMI STAZIONE TERMINI E AEROPORTO ROMA FIUMICINO SRL,"Via Marsala, 29",185,Roma,Roma (RM),Lazio,F/9213,10491561006,"Via Marsala, 29, 00185 Roma, Italia"
Farmacia Cinecittà,"Via Tuscolana, 933",174,Roma,Roma (RM),Lazio,F/9369,15038501001,"Via Tuscolana, 933, 00174 Roma, Italia"
Farmacia Monti San Paolo SRL,"Via Dei Monti di San Paolo, 51/V",126,Roma,Roma (RM),Lazio,F/20772,15789191002,"Via Dei Monti di San Paolo, 51/V, 00126 Roma, Italia"
FARMACIA ANAGNINA SNC delle D.sse Raffaella Salsano e Stefania Vigilante,"Via Billi, 9",173,Roma,Roma (RM),Lazio,F/20721,15773571003,"Via Billi, 9, 00173 Roma, Italia"
FARMACRIMI ACILIA SRL,"Via G. Bonichi, 117",125,Roma,Roma (RM),Lazio,F/9591,9312571004,"Via G. Bonichi, 117, 00125 Roma, Italia"
FARMACRIMI MONTEVERDE SRL,"Piazzale E. Dunant, 11",152,Roma,Roma (RM),Lazio,F/9604,10736401000,"Piazzale E. Dunant, 11, 00152 Roma, Italia"
FARMACRIMI AXA SRL,"Via Macchia Saponara, 90",125,Roma,Roma (RM),Lazio,F/18401,10059001007,"Via Macchia Saponara, 90, 00125 Roma, Italia"
FARMACIA MACEDONIO SRL,"Via Gabi, 14",183,Roma,Roma (RM),Lazio,F/9425,15935831006,"Via Gabi, 14, 00183 Roma, Italia"
Farmacia dott. Roberto Riservato,"Via Via federico Cesi, 9-11-13-15",193,Roma,Roma (RM),Lazio,F/9760,3291070781,"Via Via federico Cesi, 9-11-13-15, 00193 Roma, Italia"
FARMACIA MOLTEDO SAS,"Via G. Trevis, 60/68",147,Roma,Roma (RM),Lazio,F/9541,15172591008,"Via G. Trevis, 60/68, 00147 Roma, Italia"
FARMANAVA SAS,"Piazza della Radio, 39/A e B",146,Roma,Roma (RM),Lazio,F/9585,15459511000,"Piazza della Radio, 39/A e B, 00146 Roma, Italia"
Farmacia Torre Maura,"Viale Torre Maura, 90",169,Roma,Roma (RM),Lazio,F/20639,15458571005,"Viale Torre Maura, 90, 00169 Roma, Italia"
Farmacrimi Palocco Srl,"Piazzale Filippo Il Macedone, 18-25",124,Roma,Roma (RM),Lazio,F/9628,4567141009,"Piazzale Filippo Il Macedone, 18-25, 00124 Roma, Italia"
FARMACIA TOR DE' SCHIAVI DEL DOTTOR STEFANO DI PUCCHIO S.A.S.,"Via Tor de' Schiavi, 147/d",172,Roma,Roma (RM),Lazio,F/9312,11495031004,"Via Tor de' Schiavi, 147/d, 00172 Roma, Italia"
FARMACIA OTTAVIA S.N.C. della Dr.ssa Angela Tabarrini & C.,"Via TRIONFALE, 11270/11264/11260",135,Roma,Roma (RM),Lazio,F/9675,14803671008,"Via TRIONFALE, 11270/11264/11260, 00135 Roma, Italia"
Farmacia Dei Salesiani,"Via Quinto Pedio, 20",175,Roma,Roma (RM),Lazio,F/9310,10121140965,"Via Quinto Pedio, 20, 00175 Roma, Italia"
FARMACIA VESCOVIO SNC DELLA DR.SSA BRUNA BRIENZA & C,"Via Magliano Sabina, 25",199,Roma,Roma (RM),Lazio,F/9133,15515951000,"Via Magliano Sabina, 25, 00199 Roma, Italia"
LIDO NORD CALISTI S.R.L.,"Via A. Piola Caselli, 115",122,Roma,Roma (RM),Lazio,F/9589,15206981001,"Via A. Piola Caselli, 115, 00122 Roma, Italia"
FARMACAP - COM.LE MESSI D'ORO,"Viale Egidio Galbani, 69/71",156,Roma,Roma (RM),Lazio,F/18226,18226,"Viale Egidio Galbani, 69/71, 00156 Roma, Italia"
Ferlaino snc dei dottori Giovanni Christian e Marco,"Via G. Ghislieri, 21/23",152,Roma,Roma (RM),Lazio,F/9639,10196981004,"Via G. Ghislieri, 21/23, 00152 Roma, Italia"
FARMACIA PISANA S.N.C.,"Via DELLA PISANA, 278",163,Roma,Roma (RM),Lazio,F/20645,15503561001,"Via DELLA PISANA, 278, 00163 Roma, Italia"
FARMACIA SAN GIOVANNI SAS DEL DR. EMILIO CABELLA & C.,"Via Enna, 17/b",182,Roma,Roma (RM),Lazio,F/9481,15431911005,"Via Enna, 17/b, 00182 Roma, Italia"
OLGIATA SNC Dr.i Picchioni Massimo e Paolo,"Via ANTON GIULIO BRAGAGLIA, 29/D",123,Roma,Roma (RM),Lazio,F/17524,8528381000,"Via ANTON GIULIO BRAGAGLIA, 29/D, 00123 Roma, Italia"
SBARIGIA DR.SSA ANNA,"Via Andersen, 50",168,Roma,Roma (RM),Lazio,F/9129,9129,"Via Andersen, 50, 00168 Roma, Italia"
Farmacia Di Leone srl,"Via delle Vigne, 163",148,Roma,Roma (RM),Lazio,F/9562,15486421009,"Via delle Vigne, 163, 00148 Roma, Italia"
Farmacia Vittorio Veneto,"Via Lombardia, 11",187,Roma,Roma (RM),Lazio,F/9247,14996111002,"Via Lombardia, 11, 00187 Roma, Italia"
Farmacia Rebibbia s.n.c. delle dottoresse Gabriella Conti e Annamaria Donato,"Via Ripa Teatina, 17/19",156,Roma,Roma (RM),Lazio,F/20650,15510241001,"Via Ripa Teatina, 17/19, 00156 Roma, Italia"
FARMACIA EREDI ANGELINI SNC DI ANTONIO PAOLO E SANTINA SOLFAROLI CAMILLOCCI,"Via FERDINANDO ACTON, 23",122,Roma,Roma (RM),Lazio,F/9617,15693821009,"Via FERDINANDO ACTON, 23, 00122 Roma, Italia"
FARMACIA FRANCESCHINI,"Viale ETTORE FRANCESCHINI, 57/59/61/63",155,Roma,Roma (RM),Lazio,F/20748,14964601000,"Viale ETTORE FRANCESCHINI, 57/59/61/63, 00155 Roma, Italia"
GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA,"Via C. Fracassini, 26",196,Roma,Roma (RM),Lazio,F/9118,10561381004,"Via C. Fracassini, 26, 00196 Roma, Italia"
GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA,"Via Monte Cervialto, 205",139,Roma,Roma (RM),Lazio,F/9164,10561381004,"Via Monte Cervialto, 205, 00139 Roma, Italia"
GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA,"Via Pannini, 37",196,Roma,Roma (RM),Lazio,F/9166,10561381004,"Via Pannini, 37, 00196 Roma, Italia"
GALLOTTA SNC,"Piazza dell'Ateneo Salesiano, 48",139,Roma,Roma (RM),Lazio,F/9199,10561381004,"Piazza dell'Ateneo Salesiano, 48, 00139 Roma, Italia"
FARMACIE GALLOTTA S.R.L.,"Corso Francia, 172-174-176",191,Roma,Roma (RM),Lazio,F/9723,10561381004,"Corso Francia, 172-174-176, 00191 Roma, Italia"
CASILINA 478 SRL,"Via Casilina, 478/478A",177,Roma,Roma (RM),Lazio,F/9527,15495601005,"Via Casilina, 478/478A, 00177 Roma, Italia"
ACQUAFREDDA S.R.L.,"Via ENRICO BONDI, 261/263",166,Roma,Roma (RM),Lazio,F/20601,15151561006,"Via ENRICO BONDI, 261/263, 00166 Roma, Italia"
Farmacia Volusia,"Via Volusia (angolo via Cassia, 1056), 1",189,Roma,Roma (RM),Lazio,F/20603,15036491007,"Via Volusia (angolo via Cassia, 1056), 1, 00189 Roma, Italia"
ADROWER SRL,"Via G. Fuggetta, 76",149,Roma,Roma (RM),Lazio,F/9602,15667481004,"Via G. Fuggetta, 76, 00149 Roma, Italia"
MONTI DI CRETA,"Via Monti Di Creta, 82",167,Roma,Roma (RM),Lazio,F/9782,15232301000,"Via Monti Di Creta, 82, 00167 Roma, Italia"
GERMANICO SRL,"Via GERMANICO, 87/91",192,Roma,Roma (RM),Lazio,F/9765,15418261002,"Via GERMANICO, 87/91, 00192 Roma, Italia"
Farmacia Ianni Dei D.ri Emirene E Gianluca Ianni S.n.c.,"Via di Grottarossa, 161-161/A",189,Roma,Roma (RM),Lazio,F/9685,3583501006,"Via di Grottarossa, 161-161/A, 00189 Roma, Italia"
IANNI DEI DR.I EMIRENE E GIANLUCA IANNI SNC,"Via Cassia, 942",189,Roma,Roma (RM),Lazio,F/9724,3583501006,"Via Cassia, 942, 00189 Roma, Italia"
FARMACIA PONTE GALERIA S.A.S. DEL DOTT. LEONE FOCOLARI,"Via Portuense, 1440 A/B",148,Roma,Roma (RM),Lazio,F/9615,15483651004,"Via Portuense, 1440 A/B, 00148 Roma, Italia"
Farmacia San Carlo S.r.l. Del Dott. Stefano Melchiorri,"Viale Viale Delle Provincie, 66/68/70/72",162,Roma,Roma (RM),Lazio,F/9120,14572011006,"Viale Viale Delle Provincie, 66/68/70/72, 00162 Roma, Italia"
FARMACIA CRESCIMANNO SNC,"Via Federico Borromeo, 13/15",168,Roma,Roma (RM),Lazio,F/9671,15451821001,"Via Federico Borromeo, 13/15, 00168 Roma, Italia"
farmacia Roncagli,"Largo G.Roncagli, 12",122,Roma,Roma (RM),Lazio,F/20481,3548211204,"Largo G.Roncagli, 12, 00122 Roma, Italia"
Farmacia Piazza Merolli snc,"Piazza Pietro Merolli, 18",151,Roma,Roma (RM),Lazio,F/9635,13958301007,"Piazza Pietro Merolli, 18, 00151 Roma, Italia"
FARMACIA MATTEAZZI SRL,"Via Aristide Carabelli, 52-54-56",121,Roma,Roma (RM),Lazio,F/9630,9068781005,"Via Aristide Carabelli, 52-54-56, 00121 Roma, Italia"
STESAB FARMACEUTICI SNC di Sabina Carbone e C.,"Via Del Monte delle Capre, 45 B",148,Roma,Roma (RM),Lazio,F/20611,15022161002,"Via Del Monte delle Capre, 45 B, 00148 Roma, Italia"
Farmacia San Gregorio CNR S.r.l.,"Piazza Certaldo, 23/25",146,Roma,Roma (RM),Lazio,F/20670,15459031009,"Piazza Certaldo, 23/25, 00146 Roma, Italia"
Farmacia Sacco e Vanzetti s.r.l.,"Viale Sacco e Vanzetti, 130",155,Roma,Roma (RM),Lazio,F/20671,15721231007,"Viale Sacco e Vanzetti, 130, 00155 Roma, Italia"
Farmacia Le Colline snc delle Dottoresse Cirri Paola e Ferrante Teresa,"Via Laurentina, 1529",134,Roma,Roma (RM),Lazio,F/20673,15473231007,"Via Laurentina, 1529, 00134 Roma, Italia"
CELANI DI ALESSANDRO CELANI SAS,"Via Isole Curzolane, 156",139,Roma,Roma (RM),Lazio,F/9190,8252801009,"Via Isole Curzolane, 156, 00139 Roma, Italia"
Farmacia Bavaro Sas della dr.ssa Rosanna Bavaro & C,"Via Trionfale, 8578",135,Roma,Roma (RM),Lazio,F/9720,15405031004,"Via Trionfale, 8578, 00135 Roma, Italia"
Farmacia Casalmonastero Eredi Buonassisi Giuseppina,"Via Crescenzio Conte di Sabina, 45",131,Roma,Roma (RM),Lazio,F/9175,16007461003,"Via Crescenzio Conte di Sabina, 45, 00131 Roma, Italia"
FARMACIA PORTA METRONIA SRL,"Largo Pannonia, 4/5/6",183,Roma,Roma (RM),Lazio,F/9542,2221920685,"Largo Pannonia, 4/5/6, 00183 Roma, Italia"
jenner sas,"Viale colli Poretuensi, 173/175",151,Roma,Roma (RM),Lazio,F/9661,14462951006,"Viale colli Poretuensi, 173/175, 00151 Roma, Italia"
FARMACIE RIGANO SOCIETA' IN NOME COLLETTIVO IN BREVE FARMACIE RIGANO S.N.C.,"Piazza della Chiesa Nuova, 21/A",186,Roma,Roma (RM),Lazio,F/9259,14400351004,"Piazza della Chiesa Nuova, 21/A, 00186 Roma, Italia"
FARMACIE RIGANO SNC,"Via ANGUILLARESE, 111/113",123,Roma,Roma (RM),Lazio,F/9761,14400351004,"Via ANGUILLARESE, 111/113, 00123 Roma, Italia"
FARMACIA TRE PINI S.A.S,"Via RENATO RASCEL, 24-26",128,Roma,Roma (RM),Lazio,F/20674,15505971000,"Via RENATO RASCEL, 24-26, 00128 Roma, Italia"
Farmacia Centroni srl,"Via del fosso centroni, 82, 84, 86",118,Roma,Roma (RM),Lazio,F/20682,15462541002,"Via del fosso centroni, 82, 84, 86, 00118 Roma, Italia"
FARMACIA SORBONA s.n.c.,"Via DEI GIARDINETTI, 208",133,Roma,Roma (RM),Lazio,F/20688,15552411009,"Via DEI GIARDINETTI, 208, 00133 Roma, Italia"
FARMACIA PIAZZA BOLOGNA DOTT.ROCCO CRIMI SOCIETA' A RESPONSABILITA' LIMITATA,"Piazza Bologna, 19/20",162,Roma,Roma (RM),Lazio,F/9197,15356391001,"Piazza Bologna, 19/20, 00162 Roma, Italia"
PAVESE DEI DOTTORI ARRIGHI E LO PINTO SNC,"Via Cesare Pavese, 96/C",144,Roma,Roma (RM),Lazio,F/9536,10191471001,"Via Cesare Pavese, 96/C, 00144 Roma, Italia"
PAVESE DELLA DR.SSA RITA LO PINTO E C. SNC,"Via Cicerone, 30",193,Roma,Roma (RM),Lazio,F/9788,10191471001,"Via Cicerone, 30, 00193 Roma, Italia"
BRUGNOLI ALESSIO,"Via Carmelo Maestrini, 306",128,Roma,Roma (RM),Lazio,F/9504,6730681001,"Via Carmelo Maestrini, 306, 00128 Roma, Italia"
FARMACIA IANNOTTA SRL,"Piazza Pio XI, 30",165,Roma,Roma (RM),Lazio,F/9737,10086901005,"Piazza Pio XI, 30, 00165 Roma, Italia"
FLAMINIA IV,"Viale Pinturicchio, 19/A",196,Roma,Roma (RM),Lazio,F/9162,13934231005,"Viale Pinturicchio, 19/A, 00196 Roma, Italia"
FARMACIE MANNELLA DI FABRIZIO MANNELLA & C. SOCIETA' IN NOME COLL ETTIVO,"Via Bulgaria, 35",196,Roma,Roma (RM),Lazio,F/9177,13934231005,"Via Bulgaria, 35, 00196 Roma, Italia"
Flaminia III,"Viale del Vignola, 113",196,Roma,Roma (RM),Lazio,F/9236,13934231005,"Viale del Vignola, 113, 00196 Roma, Italia"
FARMACIA CASTELVERDE NUOVA S.R.L.,"Via Massa di San Giuliano, 548-548A",132,Roma,Roma (RM),Lazio,F/20763,15506721008,"Via Massa di San Giuliano, 548-548A, 00132 Roma, Italia"
farmacia Pharmaserenissima Srl,"Via Prenestina, 365/e",177,Roma,Roma (RM),Lazio,F/9472,15002101002,"Via Prenestina, 365/e, 00177 Roma, Italia"
